25.75,340.46
25.83333333,340.53
25.91666667,341.79
26,343.2
26.08333333,344.21
26.16666667,344.92
26.25,345.68
26.33333333,347.14
26.41666667,347.78
26.5,347.16
26.58333333,345.79
26.66666667,343.74
26.75,341.59
26.83333333,341.86
26.91666667,343.31
27,345
27.08333333,345.48
27.16666667,346.42
27.25,347.91
27.33333333,348.66
27.41666667,349.28
27.5,348.65
27.58333333,346.9
27.66666667,345.26
27.75,343.47
27.83333333,343.35
27.91666667,344.73
28,346.12
28.08333333,346.78
28.16666667,347.48
28.25,348.25
28.33333333,349.86
28.41666667,350.52
28.5,349.98
28.58333333,348.25
28.66666667,346.17
28.75,345.48
28.83333333,344.82
28.91666667,346.22
29,347.49
29.08333333,348.73
29.16666667,348.92
29.25,349.81
29.33333333,351.4
29.41666667,352.15
29.5,351.59
29.58333333,350.21
29.66666667,348.2
29.75,346.66
29.83333333,346.72
29.91666667,348.08
30,349.28
30.08333333,350.51
30.16666667,351.7
30.25,352.5
30.33333333,353.67
30.41666667,354.35
30.5,353.88
30.58333333,352.8
30.66666667,350.49
30.75,348.97
30.83333333,349.37
30.91666667,350.43
31,351.62
31.08333333,353.07
31.16666667,353.43
31.25,354.08
31.33333333,355.72
31.41666667,355.95
31.5,355.44
31.58333333,354.05
31.66666667,351.84
31.75,350.09
31.83333333,350.33
31.91666667,351.55
32,352.91
32.08333333,353.86
32.16666667,355.1
32.25,355.75
32.33333333,356.38
32.41666667,357.38
32.5,356.39
32.58333333,354.89
32.66666667,353.07
32.75,351.38
32.83333333,351.69
32.91666667,353.14
33,354.41
33.08333333,354.93
33.16666667,355.82
33.25,357.33
33.33333333,358.77
33.41666667,359.23
33.5,358.23
33.58333333,356.3
33.66666667,353.97
33.75,352.34
33.83333333,352.43
33.91666667,353.89
34,355.21
34.08333333,356.34
34.16666667,357.21
34.25,357.97
34.33333333,359.22
34.41666667,359.71
34.5,359.43
34.58333333,357.15
34.66666667,354.98
34.75,353.01
34.83333333,353.41
34.91666667,354.42
35,355.68
35.08333333,357.1
35.16666667,357.42
35.25,358.59
35.33333333,359.39
35.41666667,360.3
35.5,359.64
35.58333333,357.46
35.66666667,355.76
35.75,354.14
35.83333333,354.23
35.91666667,355.53
36,357.03
36.08333333,358.36
36.16666667,359.04
36.25,360.11
36.33333333,361.36
36.41666667,361.78
36.5,360.94
36.58333333,359.51
36.66666667,357.59
36.75,355.86
36.83333333,356.21
36.91666667,357.65
37,359.1
37.08333333,360.04
37.16666667,361
37.25,361.98
37.33333333,363.44
37.41666667,363.83
37.5,363.33
37.58333333,361.78
37.66666667,359.33
37.75,358.32
37.83333333,358.14
37.91666667,359.61
38,360.82
38.08333333,362.2
38.16666667,363.36
38.25,364.28
38.33333333,364.69
38.41666667,365.25
38.5,365.06
38.58333333,363.69
38.66666667,361.55
38.75,359.69
38.83333333,359.72
38.91666667,361.04
39,362.39
39.08333333,363.24
39.16666667,364.21
39.25,364.65
39.33333333,366.48
39.41666667,366.77
39.5,365.73
39.58333333,364.46
39.66666667,362.4
39.75,360.44
39.83333333,360.98
39.91666667,362.65
40,364.51
40.08333333,365.39
40.16666667,366.1
40.25,367.36
40.33333333,368.79
40.41666667,369.56
40.5,369.13
40.58333333,367.98
40.66666667,366.1
40.75,364.16
40.83333333,364.54
40.91666667,365.67
41,367.3
41.08333333,368.35
41.16666667,369.28
41.25,369.84
41.33333333,371.15
41.41666667,371.12
41.5,370.46
41.58333333,369.61
41.66666667,367.06
41.75,364.95
41.83333333,365.52
41.91666667,366.88
42,368.26
42.08333333,369.45
42.16666667,369.71
42.25,370.75
42.33333333,371.98
42.41666667,371.75
42.5,371.87
42.58333333,370.02
42.66666667,368.27
42.75,367.15
42.83333333,367.18
42.91666667,368.53
43,369.83
43.08333333,370.76
43.16666667,371.69
43.25,372.63
43.33333333,373.55
43.41666667,374.03
43.5,373.4
43.58333333,371.68
43.66666667,369.78
43.75,368.34
43.83333333,368.61
43.91666667,369.94
44,371.42
44.08333333,372.7
44.16666667,373.37
44.25,374.3
44.33333333,375.19
44.41666667,375.93
44.5,375.69
44.58333333,374.16
44.66666667,372.03
44.75,370.92
44.83333333,370.73
44.91666667,372.43
45,373.98
45.08333333,375.07
45.16666667,375.82
45.25,376.64
45.33333333,377.92
45.41666667,378.78
45.5,378.46
45.58333333,376.88
45.66666667,374.57
45.75,373.34
45.83333333,373.31
45.91666667,374.84
46,376.17
46.08333333,377.17
46.16666667,378.05
46.25,379.06
46.33333333,380.54
46.41666667,380.8
46.5,379.87
46.58333333,377.65
46.66666667,376.17
46.75,374.43
46.83333333,374.63
46.91666667,376.33
47,377.68
47.08333333,378.63
47.16666667,379.91
47.25,380.95
47.33333333,382.48
47.41666667,382.64
47.5,382.4
47.58333333,380.93
47.66666667,378.93
47.75,376.89
47.83333333,377.19
47.91666667,378.54
48,380.31
48.08333333,381.58
48.16666667,382.4
48.25,382.86
48.33333333,384.8
48.41666667,385.22
48.5,384.24
48.58333333,382.65
48.66666667,380.6
48.75,379.04
48.83333333,379.33
48.91666667,380.35
49,382.02
49.08333333,383.1
49.16666667,384.12
49.25,384.81
49.33333333,386.73
49.41666667,386.78
49.5,386.33
49.58333333,384.73
49.66666667,382.24
49.75,381.2
49.83333333,381.37
49.91666667,382.7
50,384.19
50.08333333,385.78
50.16666667,386.06
50.25,386.28
50.33333333,387.34
50.41666667,388.78
50.5,387.99
50.58333333,386.6
50.66666667,384.32
50.75,383.41
50.83333333,383.21
50.91666667,384.41
51,385.79
51.08333333,387.17
51.16666667,387.7
51.25,389.04
51.33333333,389.76
51.41666667,390.36
51.5,389.7
51.58333333,388.25
51.66666667,386.29
51.75,384.95
51.83333333,384.64
51.91666667,386.23
52,387.63
52.08333333,388.91
52.16666667,390.41
52.25,391.37
52.33333333,392.67
52.41666667,393.21
52.5,392.38
52.58333333,390.41
52.66666667,388.54
52.75,387.03
52.83333333,387.43
52.91666667,388.87
53,389.99
53.08333333,391.5
53.16666667,392.05
53.25,392.8
53.33333333,393.44
53.41666667,394.41
53.5,393.95
53.58333333,392.72
53.66666667,390.33
53.75,389.28
53.83333333,389.19
53.91666667,390.48
54,392.06
54.08333333,393.31
54.16666667,394.04
54.25,394.59
54.33333333,396.38
54.41666667,396.93
54.5,395.91
54.58333333,394.56
54.66666667,392.59
54.75,391.32
54.83333333,391.27
54.91666667,393.2
55,394.57
55.08333333,395.78
55.16666667,397.03
55.25,397.66
55.33333333,398.64
55.41666667,400.02
55.5,398.81
55.58333333,397.51
55.66666667,395.39
55.75,393.72
55.83333333,393.9
55.91666667,395.36
56,397.03
56.08333333,398.04
56.16666667,398.27
56.25,399.91
56.33333333,401.51
56.41666667,401.96
56.5,401.43
56.58333333,399.38
56.66666667,397.32
56.75,395.64
56.83333333,396.29
56.91666667,397.55
57,399.15
57.08333333,400.18
57.16666667,400.55
57.25,401.74
57.33333333,403.35
57.41666667,404.15
57.5,402.97
57.58333333,401.46
57.66666667,399.11
57.75,397.82
57.83333333,398.49
57.91666667,400.27
58,402.06
58.08333333,402.73
58.16666667,404.25
58.25,405.06
58.33333333,407.6
58.41666667,407.9
58.5,406.99
58.58333333,404.59
58.66666667,402.45
58.75,401.23
58.83333333,401.79
58.91666667,403.72
59,404.64
59.08333333,406.36
59.16666667,406.66
59.25,407.54
59.33333333,409.22
59.41666667,409.89
59.5,409.08
59.58333333,407.33
59.66666667,405.32
59.75,403.57
59.83333333,403.82
59.91666667,405.31
60,407
60.08333333,408.15
60.16666667,408.52
60.25,409.59
60.33333333,410.45
60.41666667,411.44
60.5,410.99
60.58333333,408.9
60.66666667,407.16
60.75,405.71
60.83333333,406.19
60.91666667,408.21
61,409.27
61.08333333,411.03
61.16666667,411.96
61.25,412.18
61.33333333,413.54
61.41666667,414.86
61.5,414.16
61.58333333,411.97
61.66666667,410.18
61.75,408.76
61.83333333,408.75
61.91666667,410.48
62,411.98
62.08333333,413.61
62.16666667,414.34
62.25,414.74
62.33333333,416.45
62.41666667,417.31
62.5,416.6
62.58333333,414.62
62.66666667,412.78
62.75,411.52
62.83333333,411.51
62.91666667,413.12
63,414.26
63.08333334,415.52
63.16666667,416.75
63.25,417.64
63.33333334,419.05
63.41666667,419.13
63.5,418.94
63.58333334,416.96
63.66666667,414.47
63.75,413.3
63.83333334,413.93
63.91666667,415.01
64,416.71
64.08333334,418.19
64.16666667,419.28
64.25,418.81
